Pnumber,Nnumber,NuclideName,Half-Life,HalfLifeUnits,DecayType
37,38,75Rb,19,s,EC = 100.00
37,39,76Rb,36.5,s,EC = 100.00
37,39,76Rb,36.5,s,EA = 3.8E-7
37,66,103Rb,23,ms,B- = 100.00
37,66,103Rb,23,ms,BN ?
37,66,103Rb,23,ms,B2N ?
37,67,104Rb,0,0,0
37,60,97Rb,169.1,ms,B- = 100.00
37,60,97Rb,169.1,ms,BN = 25.50
37,60,97Rb,5.7,us,IT = 100.00
37,61,98Rb,102,ms,B- = 100.00
37,61,98Rb,102,ms,BN = 13.80
37,61,98Rb,102,ms,B2N = 0.05
37,61,98Rb,96,ms,B- = 100.00
37,62,99Rb,54,ms,B- = 100.00
37,62,99Rb,54,ms,BN = 15.80
37,63,100Rb,51,ms,B- = 100.00
37,63,100Rb,51,ms,BN = 6.00
37,63,100Rb,51,ms,B2N = 0.16
37,64,101Rb,32,ms,B- = 100.00
37,64,101Rb,32,ms,BN = 28.00
37,65,102Rb,37,ms,B- = 100.00
37,65,102Rb,37,ms,BN = 18.00
38,67,105Sr,39,ms,B- = 100.00
38,67,105Sr,39,ms,BN
38,67,105Sr,39,ms,B2 N
38,68,106Sr,20,ms,B- = 100.00
38,68,106Sr,20,ms,BN ?
38,68,106Sr,20,ms,B2N ?
38,69,107Sr,395,ns,B- = 100.00
38,69,107Sr,395,ns,BN
38,69,107Sr,395,ns,B2N
38,60,98Sr,0.653,s,B- = 100.00
38,60,98Sr,0.653,s,BN = 0.25
38,61,99Sr,0.269,s,B- = 100.00
38,61,99Sr,0.269,s,BN = 0.10
38,62,100Sr,202,ms,B- = 100.00
38,62,100Sr,202,ms,BN = 0.78
38,63,101Sr,118,ms,B- = 100.00
38,63,101Sr,118,ms,BN = 2.37
38,64,102Sr,69,ms,B- = 100.00
38,64,102Sr,69,ms,BN = 5.50
38,65,103Sr,53,ms,B- = 100.00
38,65,103Sr,53,ms,B2N ?
38,65,103Sr,53,ms,BN ?
38,66,104Sr,53,ms,B- = 100.00
38,66,104Sr,53,ms,BN ?
38,66,104Sr,53,ms,B2N ?
38,56,94Sr,75.3,s,B- = 100.00
38,57,95Sr,23.9,s,B- = 100.00
38,58,96Sr,1.07,s,B- = 100.00
38,59,97Sr,429,ms,B- = 100.00
38,59,97Sr,429,ms,BN LE 0.05
38,50,88Sr,0,0,0
38,51,89Sr,50.563,d,B- = 100.00
38,52,90Sr,28.9,y,B- = 100.00
38,53,91Sr,9.65,h,B- = 100.00
38,54,92Sr,2.611,h,B- = 100.00
38,55,93Sr,7.43,m,B- = 100.00
38,45,83Sr,32.41,h,EC = 100.00
38,45,83Sr,4.95,s,IT = 100.00
38,46,84Sr,0,0,0
38,47,85Sr,64.849,d,EC = 100.00
38,47,85Sr,67.63,m,IT = 86.60
38,47,85Sr,67.63,m,EC = 13.40
38,48,86Sr,0,0,0
38,49,87Sr,0,0,0
38,49,87Sr,2.815,h,IT = 99.70
38,49,87Sr,2.815,h,EC = 0.30
38,40,78Sr,160,s,EC = 100.00
38,41,79Sr,2.25,m,EC = 100.00
38,42,80Sr,106.3,m,EC = 100.00
38,43,81Sr,22.3,m,EC = 100.00
38,44,82Sr,25.34,d,EC = 100.00
38,35,73Sr,25,ms,EC = 100.00
38,35,73Sr,25,ms,EP AP 0.00
38,36,74Sr,27,ms,EC = 100.00
38,36,74Sr,27,ms,EP ?
38,37,75Sr,88,ms,EC = 100.00
38,37,75Sr,88,ms,EP = 5.20
38,38,76Sr,7.89,s,EC = 100.00
38,38,76Sr,7.89,s,EP = 3.4E-5
38,39,77Sr,9,s,EC = 100.00
38,39,77Sr,9,s,EP LT 0.25
39,69,108Y,30,ms,B- = 100.00
39,69,108Y,30,ms,BN ?
39,69,108Y,30,ms,B2N ?
39,68,107Y,3.5,ms,B- = 100.00
39,68,107Y,3.5,ms,B2N ?
39,68,107Y,3.5,ms,BN ?
39,61,100Y,735,ms,B- = 100.00
39,61,100Y,735,ms,BN = 0.92
39,61,100Y,0.94,s,B- = 100.00
39,60,99Y,1.484,s,B- = 100.00
39,60,99Y,1.484,s,BN = 1.70
39,63,102Y,0.36,s,B- = 100.00
39,63,102Y,0.36,s,BN = 4.90
39,63,102Y,0.298,s,B- = 100.00
39,63,102Y,0.298,s,BN = 4.90
39,62,101Y,0.45,s,B- = 100.00
39,62,101Y,0.45,s,BN = 1.94
39,65,104Y,197,ms,B- = 100.00
39,65,104Y,197,ms,BN = 34.00
39,65,104Y,197,ms,B2N ?
39,64,103Y,0.23,s,B- = 100.00
39,64,103Y,0.23,s,BN = 8.00
39,67,106Y,79,ms,B- = 100.00
39,67,106Y,79,ms,BN ?
39,67,106Y,79,ms,B2 N ?
39,66,105Y,95,ms,B- = 100.00
39,66,105Y,95,ms,BN LT 82.00
39,66,105Y,95,ms,B2N ?
39,70,109Y,25,ms,B- = 100.00
39,70,109Y,25,ms,BN ?
39,70,109Y,25,ms,B2N ?
39,58,97Y,3.75,s,B- = 100.00
39,58,97Y,3.75,s,BN = 0.06
39,58,97Y,1.17,s,B- AP 99.30
39,58,97Y,1.17,s,IT LT 0.70
39,58,97Y,1.17,s,BN LT 0.08
39,58,97Y,142,ms,IT = 98.40
39,58,97Y,142,ms,B- = 1.60
39,57,96Y,5.34,s,B- = 100.00
39,57,96Y,9.6,s,B- = 100.00
39,59,98Y,0.548,s,B- = 100.00
39,59,98Y,0.548,s,BN = 0.33
39,59,98Y,2,s,B- AP 80.00
39,59,98Y,2,s,IT LT 20.00
39,59,98Y,2,s,BN = 3.40
39,50,89Y,0,0,0
39,50,89Y,15.663,s,IT = 100.00
39,52,91Y,58.51,d,B- = 100.00
39,52,91Y,49.71,m,IT AP 100.00
39,52,91Y,49.71,m,B- LT 1.50
39,51,90Y,64.053,h,B- = 100.00
39,51,90Y,3.19,h,IT = 100.00
39,51,90Y,3.19,h,B- = 1.8E-3
39,54,93Y,10.18,h,B- = 100.00
39,54,93Y,0.82,s,IT = 100.00
39,53,92Y,3.54,h,B- = 100.00
39,56,95Y,10.3,m,B- = 100.00
39,55,94Y,18.7,m,B- = 100.00
39,47,86Y,14.74,h,EC = 100.00
39,47,86Y,47.4,m,IT = 99.31
39,47,86Y,47.4,m,EC = 0.69
39,46,85Y,2.68,h,EC = 100.00
39,46,85Y,4.86,h,EC = 100.00
39,46,85Y,4.86,h,IT LT 2.0E-3
39,49,88Y,106.626,d,EC = 100.00
39,48,87Y,79.8,h,EC = 100.00
39,48,87Y,13.37,h,IT = 98.43
39,48,87Y,13.37,h,EC = 1.57
39,41,80Y,30.1,s,EC = 100.00
39,41,80Y,30.1,s,EP
39,41,80Y,4.8,s,IT = 81.00
39,41,80Y,4.8,s,EC = 19.00
39,40,79Y,14.8,s,EC = 100.00
39,40,79Y,14.8,s,EP ?
39,43,82Y,8.3,s,EC = 100.00
39,42,81Y,70.4,s,EC = 100.00
39,45,84Y,39.5,m,EC = 100.00
39,45,84Y,4.6,s,EC = 100.00
39,44,83Y,7.08,m,EC = 100.00
39,44,83Y,2.85,m,EC = 60.00
39,44,83Y,2.85,m,IT = 40.00
39,36,75Y,0,0,0
39,38,77Y,57,ms,EC = 100.00
39,38,77Y,57,ms,EP
39,38,77Y,57,ms,P
39,37,76Y,200,ns,EC
39,37,76Y,200,ns,P
39,39,78Y,53,ms,EC = 100.00
39,39,78Y,53,ms,EP
39,39,78Y,5.8,s,EC = 100.00
39,39,78Y,5.8,s,EP
40,69,109Zr,56,ms,B- = 100.00
40,69,109Zr,56,ms,BN ?
40,69,109Zr,56,ms,B2N ?
40,68,108Zr,77.4,ms,B- = 100.00
40,68,108Zr,77.4,ms,BN
40,67,107Zr,146,ms,B- = 100.00
40,67,107Zr,146,ms,BN LE 23.00
40,66,106Zr,180,ms,B- = 100.00
40,66,106Zr,180,ms,BN LE 7.00
40,61,101Zr,2.3,s,B- = 100.00
40,60,100Zr,7.1,s,B- = 100.00
40,65,105Zr,670,ms,B- = 100.00
40,65,105Zr,670,ms,BN LE 2.00
40,64,104Zr,0.87,s,B- = 100.00
40,64,104Zr,0.87,s,BN LE 1.00
40,63,103Zr,1.32,s,B- = 100.00
40,63,103Zr,1.32,s,BN LE 1.00
40,62,102Zr,2.9,s,B- = 100.00
40,58,98Zr,30.7,s,B- = 100.00
40,57,97Zr,16.749,h,B- = 100.00
40,56,96Zr,2.35E+19,y,2B-
40,55,95Zr,64.032,d,B- = 100.00
40,59,99Zr,2.1,s,B- = 100.00
40,50,90Zr,0,0,0
40,50,90Zr,809.2,ms,IT = 100.00
40,54,94Zr,0,0,0
40,53,93Zr,1.61E+06,y,B- = 100.00
40,52,92Zr,0,0,0
40,51,91Zr,0,0,0
40,47,87Zr,1.68,h,EC = 100.00
40,47,87Zr,14,s,IT = 100.00
40,46,86Zr,16.5,h,EC = 100.00
40,45,85Zr,7.86,m,EC = 100.00
40,45,85Zr,10.9,s,IT LT 100.00
40,45,85Zr,10.9,s,EC AP 0.00
40,44,84Zr,25.8,m,EC = 100.00
40,49,89Zr,78.41,h,EC = 100.00
40,49,89Zr,4.161,m,IT = 93.77
40,49,89Zr,4.161,m,EC = 6.23
40,48,88Zr,83.4,d,EC = 100.00
40,48,88Zr,1.32,us,IT = 100.00
40,43,83Zr,42,s,EC = 100.00
40,43,83Zr,42,s,EP ?
40,42,82Zr,32,s,EC = 100.00
40,41,81Zr,5.5,s,EC = 100.00
40,41,81Zr,5.5,s,EP = 0.12
40,40,80Zr,4.6,s,EC = 100.00
40,40,80Zr,4.6,s,EP
40,39,79Zr,56,ms,EC = 100.00
40,39,79Zr,56,ms,EP
40,38,78Zr,170,ns,EC
40,37,77Zr,0,0,0
40,72,112Zr,30,ms,B- = 100.00
40,72,112Zr,30,ms,BN
40,72,112Zr,30,ms,B2N
40,71,111Zr,24,ms,B- = 100.00
40,71,111Zr,24,ms,BN ?
40,71,111Zr,24,ms,B2N ?
40,70,110Zr,37.5,ms,B- = 100.00
40,70,110Zr,37.5,ms,BN ?
40,70,110Zr,37.5,ms,B2N ?
40,73,113Zr,0,0,0
41,39,80Nb,0,0,0
41,38,79Nb,0,0,0
41,73,114Nb,17,ms,B- = 100.00
41,73,114Nb,17,ms,BN ?
41,73,114Nb,17,ms,B2N ?
41,72,113Nb,32,ms,B- = 100.00
41,72,113Nb,32,ms,BN ?
41,72,113Nb,32,ms,B2N ?
41,71,112Nb,33,ms,B- = 100.00
41,70,111Nb,51,ms,B-
41,75,116Nb,0,0,0
41,74,115Nb,23,ms,B- = 100.00
41,74,115Nb,23,ms,BN ?
41,74,115Nb,23,ms,B2N ?
41,69,110Nb,86,ms,B- = 100.00
41,69,110Nb,86,ms,BN = 40.00
41,68,109Nb,106,ms,B- = 100.00
41,68,109Nb,106,ms,BN LT 15.00
41,67,108Nb,198,ms,B- = 100.00
41,67,108Nb,198,ms,BN = 6.30
41,67,108Nb,198,ms,B2N ?
41,67,108Nb,0.109,us,IT = 100.00
41,62,103Nb,1.5,s,B- = 100.00
41,61,102Nb,4.3,s,B- = 100.00
41,61,102Nb,1.3,s,B- = 100.00
41,60,101Nb,7.1,s,B- = 100.00
41,66,107Nb,300,ms,B- = 100.00
41,66,107Nb,300,ms,BN = 8.00
41,65,106Nb,1.02,s,B- = 100.00
41,65,106Nb,1.02,s,BN = 4.50
41,65,106Nb,0.82,us,IT = 100.00
41,64,105Nb,2.95,s,B- = 100.00
41,64,105Nb,2.95,s,BN = 1.70
41,63,104Nb,4.9,s,B- = 100.00
41,63,104Nb,4.9,s,BN = 0.06
41,63,104Nb,0.94,s,B- = 100.00
41,63,104Nb,0.94,s,BN = 0.05
41,59,100Nb,1.5,s,B- = 100.00
41,59,100Nb,2.99,s,B- = 100.00
41,58,99Nb,15,s,B- = 100.00
41,58,99Nb,2.5,m,B- AP 96.20
41,58,99Nb,2.5,m,IT LT 3.80
41,57,98Nb,2.86,s,B- = 100.00
41,57,98Nb,51.3,m,B- = 99.90
41,57,98Nb,51.3,m,IT LT 0.20
41,56,97Nb,72.1,m,B- = 100.00
41,56,97Nb,58.7,s,IT = 100.00
41,51,92Nb,3.47E+07,y,EC = 100.00
41,51,92Nb,3.47E+07,y,B- LT 0.05
41,51,92Nb,10.15,d,EC = 100.00
41,50,91Nb,6.80E+02,y,EC = 100.00
41,50,91Nb,60.86,d,IT = 96.60
41,50,91Nb,60.86,d,EC = 3.40
41,55,96Nb,23.35,h,B- = 100.00
41,54,95Nb,34.991,d,B- = 100.00
41,54,95Nb,3.61,d,IT = 94.40
41,54,95Nb,3.61,d,B- = 5.60
41,53,94Nb,2.03E+04,y,B- = 100.00
41,53,94Nb,6.263,m,IT = 99.50
41,53,94Nb,6.263,m,B- = 0.50
41,52,93Nb,0,0,0
41,52,93Nb,16.12,y,IT = 100.00
41,48,89Nb,2.03,h,EC = 100.00
41,48,89Nb,66,m,EC = 100.00
41,47,88Nb,14.55,m,EC = 100.00
41,47,88Nb,7.78,m,EC = 100.00
41,46,87Nb,3.7,m,EC = 100.00
41,46,87Nb,2.6,m,EC = 100.00
41,45,86Nb,88,s,EC = 100.00
41,49,90Nb,14.6,h,EC = 100.00
41,49,90Nb,18.81,s,IT = 100.00
41,40,81Nb,200,ns,EC
41,44,85Nb,20.5,s,EC = 100.00
41,44,85Nb,3.3,s,IT
41,44,85Nb,3.3,s,EC
41,43,84Nb,9.8,s,EC = 100.00
41,43,84Nb,9.8,s,EP
41,42,83Nb,3.9,s,EC = 100.00
41,41,82Nb,50,ms,EC = 100.00
41,41,82Nb,50,ms,EP
42,70,112Mo,120,ms,B- = 100.00
42,75,117Mo,22,ms,B- ? 100.00
42,75,117Mo,22,ms,BN ?
42,75,117Mo,22,ms,B2N ?
42,76,118Mo,19,ms,B- ? 100.00
42,76,118Mo,19,ms,BN ?
42,76,118Mo,19,ms,B2N ?
42,77,119Mo,0,0,0
42,71,113Mo,80,ms,B- = 100.00
42,71,113Mo,80,ms,BN ?
42,72,114Mo,58,ms,B- = 100.00
42,72,114Mo,58,ms,BN ?
42,73,115Mo,45.5,ms,B- = 100.00
42,73,115Mo,45.5,ms,BN ?
42,73,115Mo,45.5,ms,B2N ?
42,74,116Mo,32,ms,B- = 100.00
42,74,116Mo,32,ms,BN ?
42,74,116Mo,32,ms,2BN ?
42,68,110Mo,0.296,s,B- = 100.00
42,68,110Mo,0.296,s,BN = 2.00
42,69,111Mo,186,ms,B- = 100.00
42,69,111Mo,186,ms,BN LT 12.00
42,64,106Mo,8.73,s,B- = 100.00
42,65,107Mo,3.5,s,B- = 100.00
42,66,108Mo,1.09,s,B- = 100.00
42,66,108Mo,1.09,s,BN LT 0.50
42,67,109Mo,660,ms,B- = 100.00
42,67,109Mo,660,ms,BN = 1.30
42,60,102Mo,11.3,m,B- = 100.00
42,61,103Mo,67.5,s,B- = 100.00
42,62,104Mo,60,s,B- = 100.00
42,63,105Mo,35.6,s,B- = 100.00
42,57,99Mo,65.976,h,B- = 100.00
42,58,100Mo,7.30E+18,y,2B- = 100.00
42,59,101Mo,14.61,m,B- = 100.00
42,53,95Mo,0,0,0
42,54,96Mo,0,0,0
42,55,97Mo,0,0,0
42,56,98Mo,0,0,0
42,50,92Mo,0,0,0
42,51,93Mo,4.00E+03,y,EC = 100.00
42,51,93Mo,6.85,h,IT = 99.88
42,51,93Mo,6.85,h,EC = 0.12
42,52,94Mo,0,0,0
42,46,88Mo,8,m,EC = 100.00
42,47,89Mo,2.11,m,EC = 100.00
42,47,89Mo,190,ms,IT = 100.00
42,48,90Mo,5.56,h,EC = 100.00
42,49,91Mo,15.49,m,EC = 100.00
42,49,91Mo,64.6,s,EC = 50.00
42,49,91Mo,64.6,s,IT = 50.00
42,42,84Mo,2.3,s,EC = 100.00
42,42,84Mo,2.3,s,EP
42,43,85Mo,3.2,s,EP AP 0.14
42,43,85Mo,3.2,s,EC
42,44,86Mo,19.1,s,EC = 100.00
42,45,87Mo,14.02,s,EC = 100.00
42,45,87Mo,14.02,s,EP = 15.00
42,40,82Mo,437,ns,EC ?
42,40,82Mo,437,ns,EP ?
42,41,83Mo,6,ms,EC = 100.00
42,39,81Mo,450,ns,EC ?
42,39,81Mo,450,ns,EP ?
43,58,101Tc,14.02,m,B- = 100.00
43,59,102Tc,5.28,s,B- = 100.00
43,59,102Tc,4.35,m,B- = 98.00
43,59,102Tc,4.35,m,IT = 2.00
43,54,97Tc,4.21E+06,y,EC = 100.00
43,54,97Tc,91,d,IT = 96.06
43,54,97Tc,91,d,EC = 3.94
43,55,98Tc,4.20E+06,y,B- = 100.00
43,56,99Tc,2.11E+05,y,B- = 100.00
43,56,99Tc,6.0067,h,IT = 100.00
43,56,99Tc,6.0067,h,B- = 3.7E-3
43,57,100Tc,15.46,s,B- = 100.00
43,57,100Tc,15.46,s,EC = 2.6E-3
43,50,93Tc,2.75,h,EC = 100.00
43,50,93Tc,43.5,m,IT = 77.40
43,50,93Tc,43.5,m,EC = 22.60
43,51,94Tc,293,m,EC = 100.00
43,51,94Tc,52,m,EC = 100.00
43,51,94Tc,52,m,IT LT 0.10
43,52,95Tc,20,h,EC = 100.00
43,52,95Tc,61,d,EC = 96.12
43,52,95Tc,61,d,IT = 3.88
43,53,96Tc,4.28,d,EC = 100.00
43,53,96Tc,51.5,m,IT = 98.00
43,53,96Tc,51.5,m,EC = 2.00
43,47,90Tc,8.7,s,EC = 100.00
43,47,90Tc,49.2,s,EC = 100.00
43,48,91Tc,3.14,m,EC = 100.00
43,48,91Tc,3.3,m,EC = 100.00
43,48,91Tc,3.3,m,IT LT 1.00
43,49,92Tc,4.25,m,EC = 100.00
43,43,86Tc,55,ms,EC = 100.00
43,43,86Tc,55,ms,EP ?
43,44,87Tc,2.2,s,EC = 100.00
43,45,88Tc,6.4,s,EC = 100.00
43,45,88Tc,5.8,s,EC = 100.00
43,46,89Tc,12.8,s,EC = 100.00
43,46,89Tc,12.9,s,EC = 100.00
43,46,89Tc,12.9,s,IT LT 0.01
43,40,83Tc,0,0,0
43,41,84Tc,0,0,0
43,42,85Tc,0.5,s,P ?
43,70,113Tc,152,ms,B- = 100.00
43,70,113Tc,152,ms,BN = 2.10
43,70,113Tc,0.526,us,IT = 2.10
43,71,114Tc,100,ms,B- = 100.00
43,71,114Tc,100,ms,BN ?
43,71,114Tc,90,ms,B- = 100.00
43,71,114Tc,90,ms,BN ?
43,76,119Tc,22,ms,B- = 100.00
43,76,119Tc,22,ms,BN ?
43,76,119Tc,22,ms,B2N ?
43,77,120Tc,21,ms,B- = 100.00
43,77,120Tc,21,ms,BN ?
43,77,120Tc,21,ms,B2N ?
43,78,121Tc,22,ms,B- = 100.00
43,78,121Tc,22,ms,BN ?
43,78,121Tc,22,ms,B2N ?
43,79,122Tc,0,0,0
43,72,115Tc,78,ms,B- = 100.00
43,72,115Tc,78,ms,BN ?
43,73,116Tc,57,ms,B- = 100.00
43,74,117Tc,44.5,ms,B- = 100.00
43,74,117Tc,44.5,ms,BN ?
43,74,117Tc,44.5,ms,2BN ?
43,75,118Tc,30,ms,B- = 100.00
43,75,118Tc,30,ms,BN ?
43,75,118Tc,30,ms,B2N ?
43,69,112Tc,271,ms,B- = 100.00
43,69,112Tc,271,ms,BN = 4.00
43,60,103Tc,54.2,s,B- = 100.00
43,65,108Tc,5.17,s,B- = 100.00
43,66,109Tc,0.86,s,B- = 100.00
43,66,109Tc,0.86,s,BN = 0.08
43,67,110Tc,0.92,s,B- = 100.00
43,67,110Tc,0.92,s,BN = 0.04
43,68,111Tc,350,ms,B- = 100.00
43,68,111Tc,350,ms,BN = 0.85
43,61,104Tc,18.3,m,B- = 100.00
43,62,105Tc,7.6,m,B- = 100.00
43,63,106Tc,35.6,s,B- = 100.00
43,64,107Tc,21.2,s,B- = 100.00
44,81,125Ru,0,0,0
44,80,124Ru,15,ms,B- = 100.00
44,80,124Ru,15,ms,BN ?
44,80,124Ru,15,ms,B2N ?
44,70,114Ru,0.52,s,B- = 100.00
44,72,116Ru,204,ms,B- = 100.00
44,72,116Ru,204,ms,B- ?
44,71,115Ru,318,ms,B- = 100.00
44,71,115Ru,76,ms,B- = 100.00
44,71,115Ru,76,ms,BN
44,78,122Ru,25,ms,B- = 100.00
44,78,122Ru,25,ms,BN ?
44,78,122Ru,25,ms,2BN ?
44,77,121Ru,29,ms,B- = 100.00
44,77,121Ru,29,ms,BN ?
44,77,121Ru,29,ms,B2N ?
44,79,123Ru,19,ms,B- = 100.00
44,79,123Ru,19,ms,BN ?
44,79,123Ru,19,ms,B2N ?
44,74,118Ru,123,ms,B- = 100.00
44,74,118Ru,123,ms,B- = 100.00
44,74,118Ru,123,ms,BN ?
44,73,117Ru,151,ms,B- = 100.00
44,73,117Ru,2.487,us,IT = 100.00
44,76,120Ru,45,ms,B- = 100.00
44,76,120Ru,45,ms,BN
44,75,119Ru,69.5,ms,B- = 100.00
44,75,119Ru,69.5,ms,BN ?
44,75,119Ru,69.5,ms,B2N ?
44,75,119Ru,0.383,us,IT = 100.00
44,61,105Ru,4.44,h,B- = 100.00
44,60,104Ru,0,0,0
44,67,111Ru,2.12,s,B- = 100.00
44,66,110Ru,11.6,s,B- = 100.00
44,69,113Ru,0.8,s,B- = 100.00
44,69,113Ru,510,ms,B- = 100.00
44,68,112Ru,1.75,s,B- = 100.00
44,63,107Ru,3.75,m,B- = 100.00
44,62,106Ru,371.8,d,B- = 100.00
44,65,109Ru,34.5,s,B- = 100.00
44,64,108Ru,4.55,m,B- = 100.00
44,59,103Ru,39.247,d,B- = 100.00
44,50,94Ru,51.8,m,EC = 100.00
44,56,100Ru,0,0,0
44,55,99Ru,0,0,0
44,58,102Ru,0,0,0
44,57,101Ru,0,0,0
44,52,96Ru,0,0,0
44,51,95Ru,1.643,h,EC = 100.00
44,54,98Ru,0,0,0
44,53,97Ru,2.83,d,EC = 100.00
44,49,93Ru,59.7,s,EC = 100.00
44,49,93Ru,10.8,s,EC = 78.00
44,49,93Ru,10.8,s,IT = 22.00
44,49,93Ru,10.8,s,EP = 0.03
44,48,92Ru,3.65,m,EC = 100.00
44,45,89Ru,1.5,s,EC = 100.00
44,45,89Ru,1.5,s,EP = 3.00
44,44,88Ru,1.2,s,EC = 100.00
44,44,88Ru,1.2,s,EC ?
44,47,91Ru,8,s,EC = 100.00
44,47,91Ru,7.6,s,EP AP 0.00
44,47,91Ru,7.6,s,EC AP 0.00
44,47,91Ru,7.6,s,IT
44,46,90Ru,11.7,s,EC = 100.00
44,41,85Ru,450,ns,EC ?
44,41,85Ru,450,ns,EPC ?
44,41,85Ru,450,ns,P ?
44,43,87Ru,1.5,us,EC ?
44,42,86Ru,438,ns,EC ?
44,42,86Ru,438,ns,EPC ?
45,82,127Rh,20,ms,B- = 100.00
45,82,127Rh,20,ms,B2N ?
45,82,127Rh,20,ms,BN ?
45,81,126Rh,19,ms,B- = 100.00
45,81,126Rh,19,ms,B2N ?
45,81,126Rh,19,ms,BN ?
45,83,128Rh,0,0,0
45,80,125Rh,26.5,ms,B- = 100.00
45,80,125Rh,26.5,ms,BN ?
45,80,125Rh,26.5,ms,B2N ?
45,71,116Rh,0.68,s,B- = 100.00
45,71,116Rh,0.57,s,B- = 100.00
45,70,115Rh,0.99,s,B- = 100.00
45,73,118Rh,266,ms,B- = 100.00
45,73,118Rh,266,ms,BN = 3.10
45,72,117Rh,0.44,s,B- = 100.00
45,79,124Rh,30,ms,B- = 100.00
45,79,124Rh,30,ms,BN ?
45,79,124Rh,30,ms,B2N ?
45,78,123Rh,42,ms,B- = 100.00
45,78,123Rh,42,ms,B2N ?
45,78,123Rh,42,ms,BN ?
45,75,120Rh,136,ms,B- = 100.00
45,75,120Rh,136,ms,BN LT 5.40
45,75,120Rh,0.294,us,IT = 100.00
45,74,119Rh,171,ms,B- = 100.00
45,74,119Rh,171,ms,BN = 6.40
45,77,122Rh,300,ns,B- = 100.00
45,77,122Rh,300,ns,BN ?
45,77,122Rh,300,ns,B2N ?
45,77,122Rh,0.82,us,IT = 100.00
45,76,121Rh,151,ms,B- = 100.00
45,76,121Rh,151,ms,BN
45,60,105Rh,35.36,h,B- = 100.00
45,60,105Rh,42.9,s,IT = 100.00
45,62,107Rh,21.7,m,B- = 100.00
45,61,106Rh,30.07,s,B- = 100.00
45,61,106Rh,131,m,B- = 100.00
45,68,113Rh,2.8,s,B- = 100.00
45,67,112Rh,3.6,s,B- = 100.00
45,67,112Rh,6.76,s,B- = 100.00
45,69,114Rh,1.85,s,B- = 100.00
45,69,114Rh,1.86,s,B- = 100.00
45,64,109Rh,80,s,B- = 100.00
45,63,108Rh,16.8,s,B- = 100.00
45,63,108Rh,6,m,B- = 100.00
45,63,108Rh,6,m,IT
45,66,111Rh,11,s,B- = 100.00
45,65,110Rh,28.5,s,B- = 100.00
45,65,110Rh,3.2,s,B- = 100.00
45,51,96Rh,9.9,m,EC = 100.00
45,51,96Rh,1.51,m,IT = 60.00
45,51,96Rh,1.51,m,EC = 40.00
45,50,95Rh,5.02,m,EC = 100.00
45,50,95Rh,1.96,m,IT = 88.00
45,50,95Rh,1.96,m,EC = 12.00
45,57,102Rh,207.3,d,EC = 78.00
45,57,102Rh,207.3,d,B- = 22.00
45,57,102Rh,3.742,y,EC = 99.77
45,57,102Rh,3.742,y,IT = 0.23
45,56,101Rh,3.3,y,EC = 100.00
45,56,101Rh,4.34,d,EC = 92.80
45,56,101Rh,4.34,d,IT = 7.20
45,59,104Rh,42.3,s,B- = 99.55
45,59,104Rh,42.3,s,EC = 0.45
45,59,104Rh,4.34,m,IT = 99.87
45,59,104Rh,4.34,m,B- = 0.13
45,58,103Rh,0,0,0
45,58,103Rh,56.114,m,IT = 100.00
45,53,98Rh,8.72,m,EC = 100.00
45,53,98Rh,3.6,m,IT = 89.00
45,53,98Rh,3.6,m,EC = 11.00
45,52,97Rh,30.7,m,EC = 100.00
45,52,97Rh,46.2,m,EC = 94.40
45,52,97Rh,46.2,m,IT = 5.60
45,55,100Rh,20.8,h,EC = 100.00
45,55,100Rh,4.6,m,IT AP 98.30
45,55,100Rh,4.6,m,EC AP 1.70
45,54,99Rh,16.1,d,EC = 100.00
45,54,99Rh,4.7,h,EC AP 99.84
45,54,99Rh,4.7,h,IT LT 0.16
45,49,94Rh,66,s,EC = 100.00
45,49,94Rh,66,s,EP = 1.80
45,49,94Rh,25.8,s,EC = 100.00
45,46,91Rh,1.47,s,EC = 100.00
45,46,91Rh,1.47,s,EP = 1.35
45,46,91Rh,1.46,s,EC ?
45,46,91Rh,1.46,s,IT ?
45,45,90Rh,12,ms,EC ?
45,45,90Rh,1,s,EC ?
45,48,93Rh,12.2,s,EC = 100.00
45,47,92Rh,5.7,s,EP = 100.00
45,47,92Rh,5.7,s,EC = 100.00
45,47,92Rh,0.53,s,EC = 100.00
45,44,89Rh,1.5,us,EC ?
45,44,89Rh,1.5,us,P ?
45,43,88Rh,0,0,0
46,83,129Pd,0,0,0
46,82,128Pd,35,ms,B- = 100.00
46,82,128Pd,35,ms,BN ?
46,82,128Pd,5.8,us,IT = 100.00
46,85,131Pd,0,0,0
46,84,130Pd,0,0,0
46,81,127Pd,38,ms,B- = 100.00
46,81,127Pd,38,ms,BN ?
46,80,126Pd,48.6,ms,B- = 100.00
46,80,126Pd,48.6,ms,BN ?
46,80,126Pd,0.33,us,IT = 100.00
46,80,126Pd,0.44,us,IT = 100.00
46,80,126Pd,23,ms,B- = 72.00
46,80,126Pd,23,ms,IT = 28.00
46,72,118Pd,1.9,s,B- = 100.00
46,71,117Pd,4.3,s,B- = 100.00
46,74,120Pd,492,ms,B- = 100.00
46,74,120Pd,492,ms,BN ?
46,73,119Pd,0.92,s,B- = 100.00
46,70,116Pd,11.8,s,B- = 100.00
46,79,125Pd,57,ms,B- = 100.00
